0.200000	0.200000	0.512462	0.312462
0.300000	0.300000	0.320228	0.020228
0.400000	0.400000	0.311584	0.088416
0.500000	0.500000	0.364208	0.135792
0.600000	0.600000	0.466850	0.133150
0.700000	0.700000	0.591245	0.108755
0.800000	0.800000	0.696423	0.103577
0.900000	0.900000	0.781863	0.118137
0.200000	0.200000	0.711890	0.511890
0.300000	0.300000	0.474254	0.174254
0.400000	0.400000	0.376260	0.023740
0.500000	0.500000	0.409172	0.090828
0.600000	0.600000	0.497874	0.102126
0.700000	0.700000	0.607890	0.092110
0.800000	0.800000	0.706964	0.093036
0.900000	0.900000	0.790393	0.109607
0.200000	0.200000	0.652020	0.452020
0.300000	0.300000	0.422546	0.122546
0.400000	0.400000	0.372648	0.027352
0.500000	0.500000	0.419029	0.080971
0.600000	0.600000	0.512355	0.087645
0.700000	0.700000	0.620147	0.079853
0.800000	0.800000	0.716375	0.083625
0.900000	0.900000	0.798170	0.101830
0.200000	0.200000	0.594022	0.394022
0.300000	0.300000	0.391226	0.091226
0.400000	0.400000	0.372840	0.027160
0.500000	0.500000	0.429251	0.070749
0.600000	0.600000	0.525452	0.074548
0.700000	0.700000	0.630881	0.069119
0.800000	0.800000	0.724798	0.075202
0.900000	0.900000	0.805174	0.094826
0.200000	0.200000	0.540548	0.340548
0.300000	0.300000	0.373784	0.073784
0.400000	0.400000	0.375565	0.024435
0.500000	0.500000	0.439351	0.060649
0.600000	0.600000	0.537071	0.062929
0.700000	0.700000	0.640225	0.059775
0.800000	0.800000	0.732262	0.067738
0.900000	0.900000	0.811409	0.088591
0.200000	0.200000	0.493078	0.293078
0.300000	0.300000	0.364304	0.064304
0.400000	0.400000	0.379727	0.020273
0.500000	0.500000	0.448914	0.051086
0.600000	0.600000	0.547232	0.052768
0.700000	0.700000	0.648334	0.051666
0.800000	0.800000	0.738832	0.061168
0.900000	0.900000	0.816915	0.083085
0.200000	0.200000	0.452013	0.252013
0.300000	0.300000	0.358718	0.058718
0.400000	0.400000	0.384283	0.015717
0.500000	0.500000	0.457595	0.042405
0.600000	0.600000	0.556024	0.043976
0.700000	0.700000	0.655364	0.044636
0.800000	0.800000	0.744596	0.055404
0.900000	0.900000	0.821757	0.078243
0.200000	0.200000	0.417023	0.217023
0.300000	0.300000	0.354696	0.054696
0.400000	0.400000	0.388551	0.011449
0.500000	0.500000	0.465242	0.034758
0.600000	0.600000	0.563594	0.036406
0.700000	0.700000	0.661466	0.038534
0.800000	0.800000	0.749649	0.050351
0.900000	0.900000	0.826010	0.073990
0.200000	0.200000	0.387417	0.187417
0.300000	0.300000	0.351104	0.051104
0.400000	0.400000	0.392212	0.007788
0.500000	0.500000	0.471863	0.028137
0.600000	0.600000	0.570112	0.029888
0.700000	0.700000	0.666778	0.033222
0.800000	0.800000	0.754085	0.045915
0.900000	0.900000	0.829750	0.070250
0.200000	0.200000	0.362406	0.162406
0.300000	0.300000	0.347490	0.047490
0.400000	0.400000	0.395186	0.004814
0.500000	0.500000	0.477550	0.022450
0.600000	0.600000	0.575740	0.024260
0.700000	0.700000	0.671420	0.028580
0.800000	0.800000	0.757989	0.042011
0.900000	0.900000	0.833045	0.066955
0.200000	0.200000	0.341237	0.141237
0.300000	0.300000	0.343743	0.043743
0.400000	0.400000	0.397509	0.002491
0.500000	0.500000	0.482424	0.017576
0.600000	0.600000	0.580620	0.019380
0.700000	0.700000	0.675490	0.024510
0.800000	0.800000	0.761435	0.038565
0.900000	0.900000	0.835956	0.064044
0.200000	0.200000	0.323253	0.123253
0.300000	0.300000	0.339893	0.039893
0.400000	0.400000	0.399268	0.000732
0.500000	0.500000	0.486605	0.013395
0.600000	0.600000	0.584870	0.015130
0.700000	0.700000	0.679075	0.020925
0.800000	0.800000	0.764485	0.035515
0.900000	0.900000	0.838535	0.061465
0.200000	0.200000	0.307903	0.107903
0.300000	0.300000	0.336013	0.036013
0.400000	0.400000	0.400558	0.000558
0.500000	0.500000	0.490203	0.009797
0.600000	0.600000	0.588589	0.011411
0.700000	0.700000	0.682242	0.017758
0.800000	0.800000	0.767194	0.032806
0.900000	0.900000	0.840827	0.059173
0.200000	0.200000	0.294733	0.094733
0.300000	0.300000	0.332179	0.032179
0.400000	0.400000	0.401470	0.001470
0.500000	0.500000	0.493308	0.006692
0.600000	0.600000	0.591857	0.008143
0.700000	0.700000	0.685052	0.014948
0.800000	0.800000	0.769606	0.030394
0.900000	0.900000	0.842868	0.057132
0.200000	0.200000	0.283375	0.083375
0.300000	0.300000	0.328454	0.028454
0.400000	0.400000	0.402082	0.002082
0.500000	0.500000	0.495998	0.004002
0.600000	0.600000	0.594740	0.005260
0.700000	0.700000	0.687551	0.012449
0.800000	0.800000	0.771759	0.028241
0.900000	0.900000	0.844692	0.055308
0.200000	0.200000	0.273530	0.073530
0.300000	0.300000	0.324882	0.024882
0.400000	0.400000	0.402459	0.002459
0.500000	0.500000	0.498338	0.001662
0.600000	0.600000	0.597293	0.002707
0.700000	0.700000	0.689781	0.010219
0.800000	0.800000	0.773687	0.026313
0.900000	0.900000	0.846325	0.053675
0.200000	0.200000	0.264956	0.064956
0.300000	0.300000	0.321493	0.021493
0.400000	0.400000	0.402654	0.002654
0.500000	0.500000	0.500381	0.000381
0.600000	0.600000	0.599561	0.000439
0.700000	0.700000	0.691776	0.008224
0.800000	0.800000	0.775417	0.024583
0.900000	0.900000	0.847791	0.052209
0.200000	0.200000	0.257454	0.057454
0.300000	0.300000	0.318302	0.018302
0.400000	0.400000	0.402711	0.002711
0.500000	0.500000	0.502171	0.002171
0.600000	0.600000	0.601582	0.001582
0.700000	0.700000	0.693565	0.006435
0.800000	0.800000	0.776972	0.023028
0.900000	0.900000	0.849109	0.050891
0.200000	0.200000	0.250865	0.050865
0.300000	0.300000	0.315316	0.015316
0.400000	0.400000	0.402664	0.002664
0.500000	0.500000	0.503745	0.003745
0.600000	0.600000	0.603388	0.003388
0.700000	0.700000	0.695172	0.004828
0.800000	0.800000	0.778373	0.021627
0.900000	0.900000	0.850297	0.049703
0.200000	0.200000	0.245053	0.045053
0.300000	0.300000	0.312536	0.012536
0.400000	0.400000	0.402540	0.002540
0.500000	0.500000	0.505133	0.005133
0.600000	0.600000	0.605005	0.005005
0.700000	0.700000	0.696619	0.003381
0.800000	0.800000	0.779636	0.020364
0.900000	0.900000	0.851369	0.048631
0.200000	0.200000	0.239911	0.039911
0.300000	0.300000	0.309956	0.009956
0.400000	0.400000	0.402360	0.002360
0.500000	0.500000	0.506361	0.006361
0.600000	0.600000	0.606457	0.006457
0.700000	0.700000	0.697925	0.002075
0.800000	0.800000	0.780779	0.019221
0.900000	0.900000	0.852337	0.047663
0.200000	0.200000	0.235345	0.035345
0.300000	0.300000	0.307569	0.007569
0.400000	0.400000	0.402142	0.002142
0.500000	0.500000	0.507450	0.007450
0.600000	0.600000	0.607763	0.007763
0.700000	0.700000	0.699104	0.000896
0.800000	0.800000	0.781812	0.018188
0.900000	0.900000	0.853214	0.046786
0.200000	0.200000	0.231279	0.031279
0.300000	0.300000	0.305365	0.005365
0.400000	0.400000	0.401897	0.001897
0.500000	0.500000	0.508419	0.008419
0.600000	0.600000	0.608940	0.008940
0.700000	0.700000	0.700171	0.000171
0.800000	0.800000	0.782749	0.017251
0.900000	0.900000	0.854009	0.045991
0.200000	0.200000	0.227650	0.027650
0.300000	0.300000	0.303333	0.003333
0.400000	0.400000	0.401637	0.001637
0.500000	0.500000	0.509282	0.009282
0.600000	0.600000	0.610003	0.010003
0.700000	0.700000	0.701137	0.001137
0.800000	0.800000	0.783598	0.016402
0.900000	0.900000	0.854730	0.045270
0.200000	0.200000	0.224401	0.024401
0.300000	0.300000	0.301463	0.001463
0.400000	0.400000	0.401369	0.001369
0.500000	0.500000	0.510054	0.010054
0.600000	0.600000	0.610963	0.010963
0.700000	0.700000	0.702014	0.002014
0.800000	0.800000	0.784370	0.015630
0.900000	0.900000	0.855385	0.044615
0.200000	0.200000	0.221487	0.021487
0.300000	0.300000	0.299742	0.000258
0.400000	0.400000	0.401098	0.001098
0.500000	0.500000	0.510745	0.010745
0.600000	0.600000	0.611832	0.011832
0.700000	0.700000	0.702810	0.002810
0.800000	0.800000	0.785072	0.014928
0.900000	0.900000	0.855980	0.044020
0.200000	0.200000	0.218868	0.018868
0.300000	0.300000	0.298161	0.001839
0.400000	0.400000	0.400831	0.000831
0.500000	0.500000	0.511366	0.011366
0.600000	0.600000	0.612621	0.012621
0.700000	0.700000	0.703533	0.003533
0.800000	0.800000	0.785710	0.014290
0.900000	0.900000	0.856522	0.043478
0.200000	0.200000	0.216509	0.016509
0.300000	0.300000	0.296709	0.003291
0.400000	0.400000	0.400568	0.000568
0.500000	0.500000	0.511923	0.011923
0.600000	0.600000	0.613336	0.013336
0.700000	0.700000	0.704192	0.004192
0.800000	0.800000	0.786291	0.013709
0.900000	0.900000	0.857015	0.042985
0.200000	0.200000	0.214382	0.014382
0.300000	0.300000	0.295375	0.004625
0.400000	0.400000	0.400314	0.000314
0.500000	0.500000	0.512425	0.012425
0.600000	0.600000	0.613985	0.013985
0.700000	0.700000	0.704791	0.004791
0.800000	0.800000	0.786821	0.013179
0.900000	0.900000	0.857465	0.042535
0.200000	0.200000	0.212460	0.012460
0.300000	0.300000	0.294150	0.005850
0.400000	0.400000	0.400070	0.000070
0.500000	0.500000	0.512878	0.012878
0.600000	0.600000	0.614576	0.014576
0.700000	0.700000	0.705337	0.005337
0.800000	0.800000	0.787304	0.012696
0.900000	0.900000	0.857875	0.042125
0.200000	0.200000	0.210721	0.010721
0.300000	0.300000	0.293027	0.006973
0.400000	0.400000	0.399836	0.000164
0.500000	0.500000	0.513286	0.013286
0.600000	0.600000	0.615113	0.015113
0.700000	0.700000	0.705835	0.005835
0.800000	0.800000	0.787745	0.012255
0.900000	0.900000	0.858249	0.041751
0.200000	0.200000	0.209146	0.009146
0.300000	0.300000	0.291996	0.008004
0.400000	0.400000	0.399614	0.000386
0.500000	0.500000	0.513656	0.013656
0.600000	0.600000	0.615603	0.015603
0.700000	0.700000	0.706289	0.006289
0.800000	0.800000	0.788147	0.011853
0.900000	0.900000	0.858591	0.041409
0.200000	0.200000	0.207717	0.007717
0.300000	0.300000	0.291049	0.008951
0.400000	0.400000	0.399404	0.000596
0.500000	0.500000	0.513991	0.013991
0.600000	0.600000	0.616049	0.016049
0.700000	0.700000	0.706704	0.006704
0.800000	0.800000	0.788515	0.011485
0.900000	0.900000	0.858903	0.041097
0.200000	0.200000	0.206420	0.006420
0.300000	0.300000	0.290181	0.009819
0.400000	0.400000	0.399205	0.000795
0.500000	0.500000	0.514294	0.014294
0.600000	0.600000	0.616456	0.016456
0.700000	0.700000	0.707082	0.007082
0.800000	0.800000	0.788850	0.011150
0.900000	0.900000	0.859188	0.040812
0.200000	0.200000	0.205242	0.005242
0.300000	0.300000	0.289385	0.010615
0.400000	0.400000	0.399019	0.000981
0.500000	0.500000	0.514569	0.014569
0.600000	0.600000	0.616827	0.016827
0.700000	0.700000	0.707428	0.007428
0.800000	0.800000	0.789158	0.010842
0.900000	0.900000	0.859449	0.040551
0.200000	0.200000	0.204169	0.004169
0.300000	0.300000	0.288654	0.011346
0.400000	0.400000	0.398844	0.001156
0.500000	0.500000	0.514819	0.014819
0.600000	0.600000	0.617166	0.017166
0.700000	0.700000	0.707745	0.007745
0.800000	0.800000	0.789438	0.010562
0.900000	0.900000	0.859688	0.040312
0.200000	0.200000	0.203193	0.003193
0.300000	0.300000	0.287984	0.012016
0.400000	0.400000	0.398681	0.001319
0.500000	0.500000	0.515046	0.015046
0.600000	0.600000	0.617476	0.017476
0.700000	0.700000	0.708034	0.008034
0.800000	0.800000	0.789695	0.010305
0.900000	0.900000	0.859906	0.040094
0.200000	0.200000	0.202304	0.002304
0.300000	0.300000	0.287369	0.012631
0.400000	0.400000	0.398528	0.001472
0.500000	0.500000	0.515253	0.015253
0.600000	0.600000	0.617759	0.017759
0.700000	0.700000	0.708299	0.008299
0.800000	0.800000	0.789931	0.010069
0.900000	0.900000	0.860106	0.039894
0.200000	0.200000	0.201494	0.001494
0.300000	0.300000	0.286804	0.013196
0.400000	0.400000	0.398386	0.001614
0.500000	0.500000	0.515441	0.015441
0.600000	0.600000	0.618017	0.018017
0.700000	0.700000	0.708541	0.008541
0.800000	0.800000	0.790146	0.009854
0.900000	0.900000	0.860288	0.039712
0.200000	0.200000	0.200754	0.000754
0.300000	0.300000	0.286286	0.013714
0.400000	0.400000	0.398253	0.001747
0.500000	0.500000	0.515613	0.015613
0.600000	0.600000	0.618254	0.018254
0.700000	0.700000	0.708763	0.008763
0.800000	0.800000	0.790343	0.009657
0.900000	0.900000	0.860456	0.039544
0.200000	0.200000	0.200079	0.000079
0.300000	0.300000	0.285811	0.014189
0.400000	0.400000	0.398130	0.001870
0.500000	0.500000	0.515769	0.015769
0.600000	0.600000	0.618471	0.018471
0.700000	0.700000	0.708966	0.008966
0.800000	0.800000	0.790524	0.009476
0.900000	0.900000	0.860609	0.039391
0.200000	0.200000	0.199463	0.000537
0.300000	0.300000	0.285375	0.014625
0.400000	0.400000	0.398016	0.001984
0.500000	0.500000	0.515912	0.015912
0.600000	0.600000	0.618669	0.018669
0.700000	0.700000	0.709152	0.009152
0.800000	0.800000	0.790689	0.009311
0.900000	0.900000	0.860750	0.039250
0.200000	0.200000	0.198900	0.001100
0.300000	0.300000	0.284975	0.015025
0.400000	0.400000	0.397910	0.002090
0.500000	0.500000	0.516042	0.016042
0.600000	0.600000	0.618850	0.018850
0.700000	0.700000	0.709322	0.009322
0.800000	0.800000	0.790841	0.009159
0.900000	0.900000	0.860879	0.039121
0.200000	0.200000	0.198385	0.001615
0.300000	0.300000	0.284607	0.015393
0.400000	0.400000	0.397812	0.002188
0.500000	0.500000	0.516161	0.016161
0.600000	0.600000	0.619016	0.019016
0.700000	0.700000	0.709478	0.009478
0.800000	0.800000	0.790980	0.009020
0.900000	0.900000	0.860997	0.039003
0.200000	0.200000	0.197914	0.002086
0.300000	0.300000	0.284270	0.015730
0.400000	0.400000	0.397721	0.002279
0.500000	0.500000	0.516270	0.016270
0.600000	0.600000	0.619169	0.019169
0.700000	0.700000	0.709621	0.009621
0.800000	0.800000	0.791108	0.008892
0.900000	0.900000	0.861105	0.038895
0.200000	0.200000	0.197483	0.002517
0.300000	0.300000	0.283961	0.016039
0.400000	0.400000	0.397637	0.002363
0.500000	0.500000	0.516369	0.016369
0.600000	0.600000	0.619308	0.019308
0.700000	0.700000	0.709753	0.009753
0.800000	0.800000	0.791224	0.008776
0.900000	0.900000	0.861204	0.038796
0.200000	0.200000	0.197089	0.002911
0.300000	0.300000	0.283677	0.016323
0.400000	0.400000	0.397559	0.002441
0.500000	0.500000	0.516460	0.016460
0.600000	0.600000	0.619436	0.019436
0.700000	0.700000	0.709873	0.009873
0.800000	0.800000	0.791332	0.008668
0.900000	0.900000	0.861295	0.038705
0.200000	0.200000	0.196729	0.003271
0.300000	0.300000	0.283416	0.016584
0.400000	0.400000	0.397487	0.002513
0.500000	0.500000	0.516543	0.016543
0.600000	0.600000	0.619553	0.019553
0.700000	0.700000	0.709983	0.009983
0.800000	0.800000	0.791430	0.008570
0.900000	0.900000	0.861379	0.038621
0.200000	0.200000	0.196398	0.003602
0.300000	0.300000	0.283176	0.016824
0.400000	0.400000	0.397421	0.002579
0.500000	0.500000	0.516619	0.016619
0.600000	0.600000	0.619661	0.019661
0.700000	0.700000	0.710085	0.010085
0.800000	0.800000	0.791520	0.008480
0.900000	0.900000	0.861455	0.038545
0.200000	0.200000	0.196096	0.003904
